week,vote_choice,gender,age_group,education_level,municipality,weight
2025-W08,Moderate Party (M),Women,50-64,Primary,Stockholm,0.00243
2025-W08,Moderate Party (M),Women,50-64,Primary,Gothenburg,0.002143
2025-W08,Moderate Party (M),Women,50-64,Primary,Malmö,0.00151
2025-W08,Moderate Party (M),Women,50-64,Secondary,Stockholm,0.00249
2025-W08,Moderate Party (M),Women,50-64,Secondary,Gothenburg,0.002108
2025-W08,Moderate Party (M),Women,50-64,Secondary,Malmö,0.001575
2025-W08,Moderate Party (M),Women,50-64,Tertiary,Stockholm,0.003567
2025-W08,Moderate Party (M),Women,50-64,Tertiary,Gothenburg,0.003097
2025-W08,Moderate Party (M),Women,50-64,Tertiary,Malmö,0.002325
2025-W08,Moderate Party (M),Women,65+,Primary,Stockholm,0.002624
2025-W08,Moderate Party (M),Women,65+,Primary,Gothenburg,0.002075
2025-W08,Moderate Party (M),Women,65+,Primary,Malmö,0.001612
2025-W08,Moderate Party (M),Women,65+,Secondary,Stockholm,0.002538
2025-W08,Moderate Party (M),Women,65+,Secondary,Gothenburg,0.002198
2025-W08,Moderate Party (M),Women,65+,Secondary,Malmö,0.001708
2025-W08,Moderate Party (M),Women,65+,Tertiary,Stockholm,0.003386
2025-W08,Moderate Party (M),Women,65+,Tertiary,Gothenburg,0.003213
2025-W08,Moderate Party (M),Women,65+,Tertiary,Malmö,0.002586
2025-W08,Sweden Democrats (SD),Men,18-29,Primary,Stockholm,0.003162
2025-W08,Sweden Democrats (SD),Men,18-29,Primary,Gothenburg,0.002246
2025-W08,Sweden Democrats (SD),Men,18-29,Primary,Malmö,0.001808
2025-W08,Sweden Democrats (SD),Men,18-29,Secondary,Stockholm,0.002918
2025-W08,Sweden Democrats (SD),Men,18-29,Secondary,Gothenburg,0.002441
2025-W08,Sweden Democrats (SD),Men,18-29,Secondary,Malmö,0.002014
2025-W08,Sweden Democrats (SD),Men,18-29,Tertiary,Stockholm,0.002844
2025-W08,Sweden Democrats (SD),Men,18-29,Tertiary,Gothenburg,0.002583
2025-W08,Sweden Democrats (SD),Men,18-29,Tertiary,Malmö,0.002066
2025-W08,Sweden Democrats (SD),Men,30-49,Primary,Stockholm,0.002732
2025-W08,Sweden Democrats (SD),Men,30-49,Primary,Gothenburg,0.002566
2025-W08,Sweden Democrats (SD),Men,30-49,Primary,Malmö,0.002051
2025-W08,Sweden Democrats (SD),Men,30-49,Secondary,Stockholm,0.002758
2025-W08,Sweden Democrats (SD),Men,30-49,Secondary,Gothenburg,0.002687
2025-W08,Sweden Democrats (SD),Men,30-49,Secondary,Malmö,0.00198
2025-W08,Sweden Democrats (SD),Men,30-49,Tertiary,Stockholm,0.003124
2025-W08,Sweden Democrats (SD),Men,30-49,Tertiary,Gothenburg,0.002573
2025-W08,Sweden Democrats (SD),Men,30-49,Tertiary,Malmö,0.00184
2025-W08,Sweden Democrats (SD),Men,50-64,Primary,Stockholm,0.002736
2025-W08,Sweden Democrats (SD),Men,50-64,Primary,Gothenburg,0.002603
2025-W08,Sweden Democrats (SD),Men,50-64,Primary,Malmö,0.00188
2025-W08,Sweden Democrats (SD),Men,50-64,Secondary,Stockholm,0.003185
2025-W08,Sweden Democrats (SD),Men,50-64,Secondary,Gothenburg,0.002598
2025-W08,Sweden Democrats (SD),Men,50-64,Secondary,Malmö,0.001786
2025-W08,Sweden Democrats (SD),Men,50-64,Tertiary,Stockholm,0.003138
2025-W08,Sweden Democrats (SD),Men,50-64,Tertiary,Gothenburg,0.002352
2025-W08,Sweden Democrats (SD),Men,50-64,Tertiary,Malmö,0.001799
2025-W08,Sweden Democrats (SD),Men,65+,Primary,Stockholm,0.003082
2025-W08,Sweden Democrats (SD),Men,65+,Primary,Gothenburg,0.002502
2025-W08,Sweden Democrats (SD),Men,65+,Primary,Malmö,0.001804
2025-W08,Sweden Democrats (SD),Men,65+,Secondary,Stockholm,0.00293
2025-W08,Sweden Democrats (SD),Men,65+,Secondary,Gothenburg,0.002395
2025-W08,Sweden Democrats (SD),Men,65+,Secondary,Malmö,0.001971
2025-W08,Sweden Democrats (SD),Men,65+,Tertiary,Stockholm,0.002996
2025-W08,Sweden Democrats (SD),Men,65+,Tertiary,Gothenburg,0.002399
2025-W08,Sweden Democrats (SD),Men,65+,Tertiary,Malmö,0.001875
2025-W08,Sweden Democrats (SD),Women,18-29,Primary,Stockholm,0.001167
2025-W08,Sweden Democrats (SD),Women,18-29,Primary,Gothenburg,0.001072
2025-W08,Sweden Democrats (SD),Women,18-29,Primary,Malmö,0.000882
2025-W08,Sweden Democrats (SD),Women,18-29,Secondary,Stockholm,0.001198
2025-W08,Sweden Democrats (SD),Women,18-29,Secondary,Gothenburg,0.001058
2025-W08,Sweden Democrats (SD),Women,18-29,Secondary,Malmö,0.000768
2025-W08,Sweden Democrats (SD),Women,18-29,Tertiary,Stockholm,0.001359
2025-W08,Sweden Democrats (SD),Women,18-29,Tertiary,Gothenburg,0.001002
2025-W08,Sweden Democrats (SD),Women,18-29,Tertiary,Malmö,0.00084
2025-W08,Sweden Democrats (SD),Women,30-49,Primary,Stockholm,0.001238
2025-W08,Sweden Democrats (SD),Women,30-49,Primary,Gothenburg,0.000982
2025-W08,Sweden Democrats (SD),Women,30-49,Primary,Malmö,0.000918
2025-W08,Sweden Democrats (SD),Women,30-49,Secondary,Stockholm,0.001358
2025-W08,Sweden Democrats (SD),Women,30-49,Secondary,Gothenburg,0.001067
2025-W08,Sweden Democrats (SD),Women,30-49,Secondary,Malmö,0.000915
2025-W08,Sweden Democrats (SD),Women,30-49,Tertiary,Stockholm,0.001328
2025-W08,Sweden Democrats (SD),Women,30-49,Tertiary,Gothenburg,0.001039
2025-W08,Sweden Democrats (SD),Women,30-49,Tertiary,Malmö,0.000815
2025-W08,Sweden Democrats (SD),Women,50-64,Primary,Stockholm,0.001246
2025-W08,Sweden Democrats (SD),Women,50-64,Primary,Gothenburg,0.001103
2025-W08,Sweden Democrats (SD),Women,50-64,Primary,Malmö,0.000806
2025-W08,Sweden Democrats (SD),Women,50-64,Secondary,Stockholm,0.00116
2025-W08,Sweden Democrats (SD),Women,50-64,Secondary,Gothenburg,0.001029
2025-W08,Sweden Democrats (SD),Women,50-64,Secondary,Malmö,0.000845
2025-W08,Sweden Democrats (SD),Women,50-64,Tertiary,Stockholm,0.001369
2025-W08,Sweden Democrats (SD),Women,50-64,Tertiary,Gothenburg,0.000988
2025-W08,Sweden Democrats (SD),Women,50-64,Tertiary,Malmö,0.000896
2025-W08,Sweden Democrats (SD),Women,65+,Primary,Stockholm,0.001389
2025-W08,Sweden Democrats (SD),Women,65+,Primary,Gothenburg,0.001152
2025-W08,Sweden Democrats (SD),Women,65+,Primary,Malmö,0.000772
2025-W08,Sweden Democrats (SD),Women,65+,Secondary,Stockholm,0.001258
2025-W08,Sweden Democrats (SD),Women,65+,Secondary,Gothenburg,0.00101
2025-W08,Sweden Democrats (SD),Women,65+,Secondary,Malmö,0.000903
2025-W08,Sweden Democrats (SD),Women,65+,Tertiary,Stockholm,0.001223
2025-W08,Sweden Democrats (SD),Women,65+,Tertiary,Gothenburg,0.001067
2025-W08,Sweden Democrats (SD),Women,65+,Tertiary,Malmö,0.000762
2025-W08,Left Party (V),Men,18-29,Primary,Stockholm,0.001658
2025-W08,Left Party (V),Men,18-29,Primary,Gothenburg,0.001489
2025-W08,Left Party (V),Men,18-29,Primary,Malmö,0.00113
2025-W08,Left Party (V),Men,18-29,Secondary,Stockholm,0.001807
2025-W08,Left Party (V),Men,18-29,Secondary,Gothenburg,0.001459
2025-W08,Left Party (V),Men,18-29,Secondary,Malmö,0.001198
2025-W08,Left Party (V),Men,18-29,Tertiary,Stockholm,0.001762
2025-W08,Left Party (V),Men,18-29,Tertiary,Gothenburg,0.00155
2025-W08,Left Party (V),Men,18-29,Tertiary,Malmö,0.001104
2025-W08,Left Party (V),Men,30-49,Primary,Stockholm,0.001905
2025-W08,Left Party (V),Men,30-49,Primary,Gothenburg,0.001547
2025-W08,Left Party (V),Men,30-49,Primary,Malmö,0.001116
2025-W08,Left Party (V),Men,30-49,Secondary,Stockholm,0.00159
2025-W08,Left Party (V),Men,30-49,Secondary,Gothenburg,0.001444
2025-W08,Left Party (V),Men,30-49,Secondary,Malmö,0.001113
2025-W08,Left Party (V),Men,30-49,Tertiary,Stockholm,0.00171
2025-W08,Left Party (V),Men,30-49,Tertiary,Gothenburg,0.00157
2025-W08,Left Party (V),Men,30-49,Tertiary,Malmö,0.001265
2025-W08,Left Party (V),Men,50-64,Primary,Stockholm,0.001923
2025-W08,Left Party (V),Men,50-64,Primary,Gothenburg,0.001323
2025-W08,Left Party (V),Men,50-64,Primary,Malmö,0.001213
2025-W08,Left Party (V),Men,50-64,Secondary,Stockholm,0.001887
2025-W08,Left Party (V),Men,50-64,Secondary,Gothenburg,0.001537
2025-W08,Left Party (V),Men,50-64,Secondary,Malmö,0.001083
2025-W08,Left Party (V),Men,50-64,Tertiary,Stockholm,0.001775
2025-W08,Left Party (V),Men,50-64,Tertiary,Gothenburg,0.001393
2025-W08,Left Party (V),Men,50-64,Tertiary,Malmö,0.001174
2025-W08,Left Party (V),Men,65+,Primary,Stockholm,0.001609
2025-W08,Left Party (V),Men,65+,Primary,Gothenburg,0.001616
2025-W08,Left Party (V),Men,65+,Primary,Malmö,0.001226
2025-W08,Left Party (V),Men,65+,Secondary,Stockholm,0.00162
2025-W08,Left Party (V),Men,65+,Secondary,Gothenburg,0.001594
2025-W08,Left Party (V),Men,65+,Secondary,Malmö,0.001269
2025-W08,Left Party (V),Men,65+,Tertiary,Stockholm,0.001771
2025-W08,Left Party (V),Men,65+,Tertiary,Gothenburg,0.001529
2025-W08,Left Party (V),Men,65+,Tertiary,Malmö,0.001146
2025-W08,Left Party (V),Women,18-29,Primary,Stockholm,0.002511
2025-W08,Left Party (V),Women,18-29,Primary,Gothenburg,0.001752
2025-W08,Left Party (V),Women,18-29,Primary,Malmö,0.001405
2025-W08,Left Party (V),Women,18-29,Secondary,Stockholm,0.002125
2025-W08,Left Party (V),Women,18-29,Secondary,Gothenburg,0.002033
2025-W08,Left Party (V),Women,18-29,Secondary,Malmö,0.001399
2025-W08,Left Party (V),Women,18-29,Tertiary,Stockholm,0.002324
2025-W08,Left Party (V),Women,18-29,Tertiary,Gothenburg,0.001886
2025-W08,Left Party (V),Women,18-29,Tertiary,Malmö,0.001671
2025-W08,Left Party (V),Women,30-49,Primary,Stockholm,0.002172
2025-W08,Left Party (V),Women,30-49,Primary,Gothenburg,0.00182
2025-W08,Left Party (V),Women,30-49,Primary,Malmö,0.001472
2025-W08,Left Party (V),Women,30-49,Secondary,Stockholm,0.002431
2025-W08,Left Party (V),Women,30-49,Secondary,Gothenburg,0.001988
2025-W08,Left Party (V),Women,30-49,Secondary,Malmö,0.001601
2025-W08,Left Party (V),Women,30-49,Tertiary,Stockholm,0.00221
2025-W08,Left Party (V),Women,30-49,Tertiary,Gothenburg,0.001824
2025-W08,Left Party (V),Women,30-49,Tertiary,Malmö,0.001399
2025-W08,Left Party (V),Women,50-64,Primary,Stockholm,0.002157
2025-W08,Left Party (V),Women,50-64,Primary,Gothenburg,0.002018
2025-W08,Left Party (V),Women,50-64,Primary,Malmö,0.001555
2025-W08,Left Party (V),Women,50-64,Secondary,Stockholm,0.002135
2025-W08,Left Party (V),Women,50-64,Secondary,Gothenburg,0.001783
2025-W08,Left Party (V),Women,50-64,Secondary,Malmö,0.001518
2025-W08,Left Party (V),Women,50-64,Tertiary,Stockholm,0.00225
2025-W08,Left Party (V),Women,50-64,Tertiary,Gothenburg,0.001925
2025-W08,Left Party (V),Women,50-64,Tertiary,Malmö,0.001671
2025-W08,Left Party (V),Women,65+,Primary,Stockholm,0.002159
2025-W08,Left Party (V),Women,65+,Primary,Gothenburg,0.001838
2025-W08,Left Party (V),Women,65+,Primary,Malmö,0.001457
2025-W08,Left Party (V),Women,65+,Secondary,Stockholm,0.002119
2025-W08,Left Party (V),Women,65+,Secondary,Gothenburg,0.00178
2025-W08,Left Party (V),Women,65+,Secondary,Malmö,0.001586
2025-W08,Left Party (V),Women,65+,Tertiary,Stockholm,0.002443
2025-W08,Left Party (V),Women,65+,Tertiary,Gothenburg,0.001986
2025-W08,Left Party (V),Women,65+,Tertiary,Malmö,0.001388
2025-W08,Centre Party (C),Men,18-29,Primary,Stockholm,0.001537
2025-W08,Centre Party (C),Men,18-29,Primary,Gothenburg,0.001159
2025-W08,Centre Party (C),Men,18-29,Primary,Malmö,0.000882
2025-W08,Centre Party (C),Men,18-29,Secondary,Stockholm,0.001367
2025-W08,Centre Party (C),Men,18-29,Secondary,Gothenburg,0.001165
2025-W08,Centre Party (C),Men,18-29,Secondary,Malmö,0.000963
2025-W08,Centre Party (C),Men,18-29,Tertiary,Stockholm,0.001491
2025-W08,Centre Party (C),Men,18-29,Tertiary,Gothenburg,0.001142
2025-W08,Centre Party (C),Men,18-29,Tertiary,Malmö,0.001054
2025-W08,Centre Party (C),Men,30-49,Primary,Stockholm,0.001305
2025-W08,Centre Party (C),Men,30-49,Primary,Gothenburg,0.001177
2025-W08,Centre Party (C),Men,30-49,Primary,Malmö,0.000951
2025-W08,Centre Party (C),Men,30-49,Secondary,Stockholm,0.001511
2025-W08,Centre Party (C),Men,30-49,Secondary,Gothenburg,0.00114
2025-W08,Centre Party (C),Men,30-49,Secondary,Malmö,0.000953
2025-W08,Centre Party (C),Men,30-49,Tertiary,Stockholm,0.001528
2025-W08,Centre Party (C),Men,30-49,Tertiary,Gothenburg,0.001114
2025-W08,Centre Party (C),Men,30-49,Tertiary,Malmö,0.000866
2025-W08,Centre Party (C),Men,50-64,Primary,Stockholm,0.001535
2025-W08,Centre Party (C),Men,50-64,Primary,Gothenburg,0.001316
2025-W08,Centre Party (C),Men,50-64,Primary,Malmö,0.000889
2025-W08,Centre Party (C),Men,50-64,Secondary,Stockholm,0.001533
2025-W08,Centre Party (C),Men,50-64,Secondary,Gothenburg,0.001169
2025-W08,Centre Party (C),Men,50-64,Secondary,Malmö,0.000985
2025-W08,Centre Party (C),Men,50-64,Tertiary,Stockholm,0.001482
2025-W08,Centre Party (C),Men,50-64,Tertiary,Gothenburg,0.00122
2025-W08,Centre Party (C),Men,50-64,Tertiary,Malmö,0.000914
2025-W08,Centre Party (C),Men,65+,Primary,Stockholm,0.00153
2025-W08,Centre Party (C),Men,65+,Primary,Gothenburg,0.001085
2025-W08,Centre Party (C),Men,65+,Primary,Malmö,0.000876
2025-W08,Centre Party (C),Men,65+,Secondary,Stockholm,0.001556
2025-W08,Centre Party (C),Men,65+,Secondary,Gothenburg,0.001186
2025-W08,Centre Party (C),Men,65+,Secondary,Malmö,0.000889
2025-W08,Centre Party (C),Men,65+,Tertiary,Stockholm,0.001557
2025-W08,Centre Party (C),Men,65+,Tertiary,Gothenburg,0.001279
2025-W08,Centre Party (C),Men,65+,Tertiary,Malmö,0.000928
2025-W08,Centre Party (C),Women,18-29,Primary,Stockholm,0.001308
2025-W08,Centre Party (C),Women,18-29,Primary,Gothenburg,0.001191
2025-W08,Centre Party (C),Women,18-29,Primary,Malmö,0.000896
2025-W08,Centre Party (C),Women,18-29,Secondary,Stockholm,0.001461
2025-W08,Centre Party (C),Women,18-29,Secondary,Gothenburg,0.001277
2025-W08,Centre Party (C),Women,18-29,Secondary,Malmö,0.00094
2025-W08,Centre Party (C),Women,18-29,Tertiary,Stockholm,0.001304
2025-W08,Centre Party (C),Women,18-29,Tertiary,Gothenburg,0.001244
2025-W08,Centre Party (C),Women,18-29,Tertiary,Malmö,0.000897
2025-W08,Centre Party (C),Women,30-49,Primary,Stockholm,0.001358
2025-W08,Centre Party (C),Women,30-49,Primary,Gothenburg,0.001125
2025-W08,Centre Party (C),Women,30-49,Primary,Malmö,0.000918
2025-W08,Centre Party (C),Women,30-49,Secondary,Stockholm,0.00155
2025-W08,Centre Party (C),Women,30-49,Secondary,Gothenburg,0.001088
2025-W08,Centre Party (C),Women,30-49,Secondary,Malmö,0.000983
2025-W08,Centre Party (C),Women,30-49,Tertiary,Stockholm,0.001367
2025-W08,Centre Party (C),Women,30-49,Tertiary,Gothenburg,0.001151
2025-W08,Centre Party (C),Women,30-49,Tertiary,Malmö,0.000943
2025-W08,Centre Party (C),Women,50-64,Primary,Stockholm,0.001455
2025-W08,Centre Party (C),Women,50-64,Primary,Gothenburg,0.001095
2025-W08,Centre Party (C),Women,50-64,Primary,Malmö,0.000918
2025-W08,Centre Party (C),Women,50-64,Secondary,Stockholm,0.001336
2025-W08,Centre Party (C),Women,50-64,Secondary,Gothenburg,0.001128
2025-W08,Centre Party (C),Women,50-64,Secondary,Malmö,0.001034
2025-W08,Centre Party (C),Women,50-64,Tertiary,Stockholm,0.001447
2025-W08,Centre Party (C),Women,50-64,Tertiary,Gothenburg,0.001231
2025-W08,Centre Party (C),Women,50-64,Tertiary,Malmö,0.001018
2025-W08,Centre Party (C),Women,65+,Primary,Stockholm,0.001525
2025-W08,Centre Party (C),Women,65+,Primary,Gothenburg,0.001317
2025-W08,Centre Party (C),Women,65+,Primary,Malmö,0.001014
2025-W08,Centre Party (C),Women,65+,Secondary,Stockholm,0.001399
2025-W08,Centre Party (C),Women,65+,Secondary,Gothenburg,0.001211
2025-W08,Centre Party (C),Women,65+,Secondary,Malmö,0.000957
2025-W08,Centre Party (C),Women,65+,Tertiary,Stockholm,0.001559
2025-W08,Centre Party (C),Women,65+,Tertiary,Gothenburg,0.001201
2025-W08,Centre Party (C),Women,65+,Tertiary,Malmö,0.000939
2025-W09,Social Democrats (S),Men,18-29,Primary,Stockholm,0.004731
2025-W09,Social Democrats (S),Men,18-29,Primary,Gothenburg,0.004059
2025-W09,Social Democrats (S),Men,18-29,Primary,Malmö,0.00318
2025-W09,Social Democrats (S),Men,18-29,Secondary,Stockholm,0.004196
2025-W09,Social Democrats (S),Men,18-29,Secondary,Gothenburg,0.00342
2025-W09,Social Democrats (S),Men,18-29,Secondary,Malmö,0.002363
2025-W09,Social Democrats (S),Men,18-29,Tertiary,Stockholm,0.00427
2025-W09,Social Democrats (S),Men,18-29,Tertiary,Gothenburg,0.003259
2025-W09,Social Democrats (S),Men,18-29,Tertiary,Malmö,0.00273
2025-W09,Social Democrats (S),Men,30-49,Primary,Stockholm,0.005559
2025-W09,Social Democrats (S),Men,30-49,Primary,Gothenburg,0.004611
2025-W09,Social Democrats (S),Men,30-49,Primary,Malmö,0.0031
2025-W09,Social Democrats (S),Men,30-49,Secondary,Stockholm,0.00401
2025-W09,Social Democrats (S),Men,30-49,Secondary,Gothenburg,0.003089
2025-W09,Social Democrats (S),Men,30-49,Secondary,Malmö,0.002756
2025-W09,Social Democrats (S),Men,30-49,Tertiary,Stockholm,0.004212
2025-W09,Social Democrats (S),Men,30-49,Tertiary,Gothenburg,0.002952
2025-W09,Social Democrats (S),Men,30-49,Tertiary,Malmö,0.002849
2025-W09,Social Democrats (S),Men,50-64,Primary,Stockholm,0.004771
2025-W09,Social Democrats (S),Men,50-64,Primary,Gothenburg,0.004504
2025-W09,Social Democrats (S),Men,50-64,Primary,Malmö,0.00357
2025-W09,Social Democrats (S),Men,50-64,Secondary,Stockholm,0.003775
2025-W09,Social Democrats (S),Men,50-64,Secondary,Gothenburg,0.00346
2025-W09,Social Democrats (S),Men,50-64,Secondary,Malmö,0.002771
2025-W09,Social Democrats (S),Men,50-64,Tertiary,Stockholm,0.003636
2025-W09,Social Democrats (S),Men,50-64,Tertiary,Gothenburg,0.0033
2025-W09,Social Democrats (S),Men,50-64,Tertiary,Malmö,0.002751
2025-W09,Social Democrats (S),Men,65+,Primary,Stockholm,0.005254
2025-W09,Social Democrats (S),Men,65+,Primary,Gothenburg,0.004561
2025-W09,Social Democrats (S),Men,65+,Primary,Malmö,0.003052
2025-W09,Social Democrats (S),Men,65+,Secondary,Stockholm,0.004044
2025-W09,Social Democrats (S),Men,65+,Secondary,Gothenburg,0.00353
2025-W09,Social Democrats (S),Men,65+,Secondary,Malmö,0.002625
2025-W09,Social Democrats (S),Men,65+,Tertiary,Stockholm,0.003937
2025-W09,Social Democrats (S),Men,65+,Tertiary,Gothenburg,0.003038
2025-W09,Social Democrats (S),Men,65+,Tertiary,Malmö,0.002845
2025-W09,Social Democrats (S),Women,18-29,Primary,Stockholm,0.00544
2025-W09,Social Democrats (S),Women,18-29,Primary,Gothenburg,0.004205
2025-W09,Social Democrats (S),Women,18-29,Primary,Malmö,0.003241
2025-W09,Social Democrats (S),Women,18-29,Secondary,Stockholm,0.003881
2025-W09,Social Democrats (S),Women,18-29,Secondary,Gothenburg,0.002974
2025-W09,Social Democrats (S),Women,18-29,Secondary,Malmö,0.002453
2025-W09,Social Democrats (S),Women,18-29,Tertiary,Stockholm,0.003669
2025-W09,Social Democrats (S),Women,18-29,Tertiary,Gothenburg,0.003257
2025-W09,Social Democrats (S),Women,18-29,Tertiary,Malmö,0.002333
2025-W09,Social Democrats (S),Women,30-49,Primary,Stockholm,0.005477
2025-W09,Social Democrats (S),Women,30-49,Primary,Gothenburg,0.003961
2025-W09,Social Democrats (S),Women,30-49,Primary,Malmö,0.003121
2025-W09,Social Democrats (S),Women,30-49,Secondary,Stockholm,0.004057
2025-W09,Social Democrats (S),Women,30-49,Secondary,Gothenburg,0.003511
2025-W09,Social Democrats (S),Women,30-49,Secondary,Malmö,0.00277
2025-W09,Social Democrats (S),Women,30-49,Tertiary,Stockholm,0.003751
2025-W09,Social Democrats (S),Women,30-49,Tertiary,Gothenburg,0.00293
2025-W09,Social Democrats (S),Women,30-49,Tertiary,Malmö,0.002637
2025-W09,Social Democrats (S),Women,50-64,Primary,Stockholm,0.005476
2025-W09,Social Democrats (S),Women,50-64,Primary,Gothenburg,0.004443
2025-W09,Social Democrats (S),Women,50-64,Primary,Malmö,0.003603
2025-W09,Social Democrats (S),Women,50-64,Secondary,Stockholm,0.004168
2025-W09,Social Democrats (S),Women,50-64,Secondary,Gothenburg,0.003538
2025-W09,Social Democrats (S),Women,50-64,Secondary,Malmö,0.002526
2025-W09,Social Democrats (S),Women,50-64,Tertiary,Stockholm,0.004232
2025-W09,Social Democrats (S),Women,50-64,Tertiary,Gothenburg,0.003172
2025-W09,Social Democrats (S),Women,50-64,Tertiary,Malmö,0.002385
2025-W09,Social Democrats (S),Women,65+,Primary,Stockholm,0.004854
2025-W09,Social Democrats (S),Women,65+,Primary,Gothenburg,0.003906
2025-W09,Social Democrats (S),Women,65+,Primary,Malmö,0.003139
2025-W09,Social Democrats (S),Women,65+,Secondary,Stockholm,0.004237
2025-W09,Social Democrats (S),Women,65+,Secondary,Gothenburg,0.003429
2025-W09,Social Democrats (S),Women,65+,Secondary,Malmö,0.002831
2025-W09,Social Democrats (S),Women,65+,Tertiary,Stockholm,0.004004
2025-W09,Social Democrats (S),Women,65+,Tertiary,Gothenburg,0.003029
2025-W09,Social Democrats (S),Women,65+,Tertiary,Malmö,0.002835
2025-W09,Moderate Party (M),Men,18-29,Primary,Stockholm,0.002543
2025-W09,Moderate Party (M),Men,18-29,Primary,Gothenburg,0.002215
2025-W09,Moderate Party (M),Men,18-29,Primary,Malmö,0.001726
2025-W09,Moderate Party (M),Men,18-29,Secondary,Stockholm,0.002312
2025-W09,Moderate Party (M),Men,18-29,Secondary,Gothenburg,0.002076
2025-W09,Moderate Party (M),Men,18-29,Secondary,Malmö,0.001526
2025-W09,Moderate Party (M),Men,18-29,Tertiary,Stockholm,0.00353
2025-W09,Moderate Party (M),Men,18-29,Tertiary,Gothenburg,0.003175
2025-W09,Moderate Party (M),Men,18-29,Tertiary,Malmö,0.002266
2025-W09,Moderate Party (M),Men,30-49,Primary,Stockholm,0.00256
2025-W09,Moderate Party (M),Men,30-49,Primary,Gothenburg,0.002223
2025-W09,Moderate Party (M),Men,30-49,Primary,Malmö,0.001778
2025-W09,Moderate Party (M),Men,30-49,Secondary,Stockholm,0.002395
2025-W09,Moderate Party (M),Men,30-49,Secondary,Gothenburg,0.002242
2025-W09,Moderate Party (M),Men,30-49,Secondary,Malmö,0.001784
2025-W09,Moderate Party (M),Men,30-49,Tertiary,Stockholm,0.003329
2025-W09,Moderate Party (M),Men,30-49,Tertiary,Gothenburg,0.003123
2025-W09,Moderate Party (M),Men,30-49,Tertiary,Malmö,0.002654
2025-W09,Moderate Party (M),Men,50-64,Primary,Stockholm,0.002677
2025-W09,Moderate Party (M),Men,50-64,Primary,Gothenburg,0.001926
2025-W09,Moderate Party (M),Men,50-64,Primary,Malmö,0.001653
2025-W09,Moderate Party (M),Men,50-64,Secondary,Stockholm,0.002662
2025-W09,Moderate Party (M),Men,50-64,Secondary,Gothenburg,0.001893
2025-W09,Moderate Party (M),Men,50-64,Secondary,Malmö,0.001712
2025-W09,Moderate Party (M),Men,50-64,Tertiary,Stockholm,0.00348
2025-W09,Moderate Party (M),Men,50-64,Tertiary,Gothenburg,0.003355
2025-W09,Moderate Party (M),Men,50-64,Tertiary,Malmö,0.002285
2025-W09,Moderate Party (M),Men,65+,Primary,Stockholm,0.002637
2025-W09,Moderate Party (M),Men,65+,Primary,Gothenburg,0.001872
2025-W09,Moderate Party (M),Men,65+,Primary,Malmö,0.0017
2025-W09,Moderate Party (M),Men,65+,Secondary,Stockholm,0.002516
2025-W09,Moderate Party (M),Men,65+,Secondary,Gothenburg,0.002198
2025-W09,Moderate Party (M),Men,65+,Secondary,Malmö,0.001615
2025-W09,Moderate Party (M),Men,65+,Tertiary,Stockholm,0.0035
2025-W09,Moderate Party (M),Men,65+,Tertiary,Gothenburg,0.002907
2025-W09,Moderate Party (M),Men,65+,Tertiary,Malmö,0.002236
2025-W09,Moderate Party (M),Women,18-29,Primary,Stockholm,0.002329
2025-W09,Moderate Party (M),Women,18-29,Primary,Gothenburg,0.00188
2025-W09,Moderate Party (M),Women,18-29,Primary,Malmö,0.001469
2025-W09,Moderate Party (M),Women,18-29,Secondary,Stockholm,0.002392
2025-W09,Moderate Party (M),Women,18-29,Secondary,Gothenburg,0.002135
2025-W09,Moderate Party (M),Women,18-29,Secondary,Malmö,0.001785
2025-W09,Moderate Party (M),Women,18-29,Tertiary,Stockholm,0.003954
2025-W09,Moderate Party (M),Women,18-29,Tertiary,Gothenburg,0.003056
2025-W09,Moderate Party (M),Women,18-29,Tertiary,Malmö,0.002389
2025-W09,Moderate Party (M),Women,30-49,Primary,Stockholm,0.002471
2025-W09,Moderate Party (M),Women,30-49,Primary,Gothenburg,0.001877
2025-W09,Moderate Party (M),Women,30-49,Primary,Malmö,0.001625
2025-W09,Moderate Party (M),Women,30-49,Secondary,Stockholm,0.002626
2025-W09,Moderate Party (M),Women,30-49,Secondary,Gothenburg,0.002102
2025-W09,Moderate Party (M),Women,30-49,Secondary,Malmö,0.001693
2025-W09,Moderate Party (M),Women,30-49,Tertiary,Stockholm,0.003424
2025-W09,Moderate Party (M),Women,30-49,Tertiary,Gothenburg,0.002799
2025-W09,Moderate Party (M),Women,30-49,Tertiary,Malmö,0.002617
2025-W09,Moderate Party (M),Women,50-64,Primary,Stockholm,0.002348
2025-W09,Moderate Party (M),Women,50-64,Primary,Gothenburg,0.001966
2025-W09,Moderate Party (M),Women,50-64,Primary,Malmö,0.001779
2025-W09,Moderate Party (M),Women,50-64,Secondary,Stockholm,0.00224
2025-W09,Moderate Party (M),Women,50-64,Secondary,Gothenburg,0.001905
2025-W09,Moderate Party (M),Women,50-64,Secondary,Malmö,0.001591
2025-W09,Moderate Party (M),Women,50-64,Tertiary,Stockholm,0.003842
2025-W09,Moderate Party (M),Women,50-64,Tertiary,Gothenburg,0.003089
2025-W09,Moderate Party (M),Women,50-64,Tertiary,Malmö,0.002643
2025-W09,Moderate Party (M),Women,65+,Primary,Stockholm,0.002249
