gm_code,municipality,gender,age_group,education,N,vote_2030
GM0613    ,Albrandswaard,male,35-45,"Havo, vwo, mbo2-4",755.0,VVD
GM0363    ,Amsterdam,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",4406.0,GL-PvdA
GM0153    ,Enschede,female,45-55,"Havo, vwo, mbo2-4",4049.0,SP
GM1982    ,Land van Cuijk,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",476.0,BBB
GM0363    ,Amsterdam,female,15-25,Basisonderwijs,4218.0,PvdD
GM0794    ,Helmond,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1936.0,Did not vote
GM1924    ,Goeree-Overflakkee,female,65-75,Basisonderwijs,534.0,CDA
GM0355    ,Zeist,female,55-65,"Hbo-, wo-bachelor",1003.0,CDA
GM0613    ,Albrandswaard,female,45-55,"Hbo-, wo-bachelor",516.0,VVD
GM0397    ,Heemstede,female,65-75,"Havo, vwo, mbo2-4",639.0,CDA
GM0717    ,Veere,female,65-75,"Havo, vwo, mbo2-4",690.0,CDA
GM1771    ,Geldrop-Mierlo,male,15-25,Basisonderwijs,341.0,Did not vote
GM0505    ,Dordrecht,female,25-35,"Havo, vwo, mbo2-4",3362.0,D66
GM0396    ,Heemskerk,female,55-65,"Havo, vwo, mbo2-4",1594.0,CDA
GM0230    ,Elburg,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",309.0,CDA
GM0148    ,Dalfsen,male,65-75,"Havo, vwo, mbo2-4",743.0,CDA
GM0034    ,Almere,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",5328.0,Did not vote
GM1959    ,Altena,male,35-45,"Havo, vwo, mbo2-4",1768.0,BBB
GM0358    ,Aalsmeer,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",525.0,50PLUS
GM1979    ,Eemsdelta,female,55-65,"Havo, vwo, mbo2-4",1782.0,VVD
GM0171    ,Noordoostpolder,male,25-35,"Havo, vwo, mbo2-4",1881.0,BBB
GM0148    ,Dalfsen,male,45-55,"Havo, vwo, mbo2-4",904.0,VVD
GM1742    ,Rijssen-Holten,female,55-65,"Havo, vwo, mbo2-4",1218.0,CDA
GM0518    ,'s-Gravenhage (gemeente),female,55-65,"Hbo-, wo-bachelor",5898.0,D66
GM0984    ,Venray,female,55-65,"Hbo-, wo-bachelor",520.0,CDA
GM0882    ,Landgraaf,male,55-65,"Havo, vwo, mbo2-4",1293.0,CDA
GM0200    ,Apeldoorn,female,55-65,Basisonderwijs,1176.0,CDA
GM0599    ,Rotterdam,male,65-75,"Hbo-, wo-bachelor",4448.0,50PLUS
GM1621    ,Lansingerland,male,35-45,"Havo, vwo, mbo2-4",1579.0,VVD
GM1876    ,Bronckhorst,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",260.0,BBB
GM1916    ,Leidschendam-Voorburg,male,45-55,Basisonderwijs,295.0,PVV
GM1742    ,Rijssen-Holten,female,35-45,"Havo, vwo, mbo2-4",1122.0,D66
GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Hbo-, wo-master, doctor",11510.0,D66
GM0502    ,Capelle aan den IJssel,male,15-25,"Havo, vwo, mbo2-4",1576.0,D66
GM0308    ,Baarn,female,15-25,"Havo, vwo, mbo2-4",478.0,D66
GM0226    ,Duiven,female,35-45,"Havo, vwo, mbo2-4",634.0,D66
GM0855    ,Tilburg,female,55-65,"Hbo-, wo-bachelor",2431.0,CDA
GM0080    ,Leeuwarden,female,45-55,"Havo, vwo, mbo2-4",2953.0,VVD
GM0851    ,Steenbergen,female,35-45,"Hbo-, wo-bachelor",379.0,CDA
GM0599    ,Rotterdam,female,35-45,"Hbo-, wo-master, doctor",10188.0,D66
GM0737    ,Tytsjerksteradiel,male,15-25,"Havo, vwo, mbo2-4",826.0,VVD
GM1894    ,Peel en Maas,female,35-45,"Hbo-, wo-bachelor",829.0,VVD
GM0546    ,Leiden,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2081.0,Did not vote
GM0299    ,Zevenaar,male,55-65,"Hbo-, wo-bachelor",673.0,VVD
GM1931    ,Krimpenerwaard,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",579.0,VVD
GM0375    ,Beverwijk,male,55-65,"Havo, vwo, mbo2-4",1431.0,VVD
GM1982    ,Land van Cuijk,male,55-65,"Havo, vwo, mbo2-4",3663.0,50PLUS
GM0847    ,Someren,female,65-75,Basisonderwijs,269.0,CDA
GM0392    ,Haarlem,female,35-45,"Hbo-, wo-bachelor",3930.0,D66
GM0363    ,Amsterdam,female,25-35,"Hbo-, wo-bachelor",32939.0,D66
GM0531    ,Hendrik-Ido-Ambacht,female,35-45,"Havo, vwo, mbo2-4",957.0,D66
GM0599    ,Rotterdam,male,55-65,"Hbo-, wo-bachelor",5304.0,D66
GM1735    ,Hof van Twente,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",472.0,CDA
GM1978    ,Molenlanden,male,25-35,"Havo, vwo, mbo2-4",1801.0,BBB
GM0637    ,Zoetermeer,female,65-75,"Havo, vwo, mbo2-4",3157.0,CDA
GM0363    ,Amsterdam,male,15-25,"Havo, vwo, mbo2-4",25926.0,D66
GM0014    ,Groningen (gemeente),female,45-55,"Hbo-, wo-bachelor",3194.0,D66
GM0518    ,'s-Gravenhage (gemeente),female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",4423.0,50PLUS
GM0222    ,Doetinchem,female,55-65,Basisonderwijs,330.0,50PLUS
GM0579    ,Oegstgeest,female,25-35,"Hbo-, wo-bachelor",353.0,D66
GM0855    ,Tilburg,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",4532.0,Did not vote
GM0599    ,Rotterdam,female,65-75,"Hbo-, wo-master, doctor",1946.0,D66
GM0484    ,Alphen aan den Rijn,female,25-35,"Hbo-, wo-bachelor",2296.0,D66
GM0034    ,Almere,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",2284.0,Did not vote
GM1669    ,Roerdalen,female,45-55,"Havo, vwo, mbo2-4",607.0,CDA
GM0363    ,Amsterdam,female,35-45,"Hbo-, wo-master, doctor",24757.0,D66
GM0313    ,Bunschoten,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",489.0,Did not vote
GM0453    ,Velsen,male,35-45,"Havo, vwo, mbo2-4",1823.0,VVD
GM0599    ,Rotterdam,male,25-35,"Havo, vwo, mbo2-4",22702.0,D66
GM1911    ,Hollands Kroon,male,35-45,"Hbo-, wo-bachelor",576.0,VVD
GM0599    ,Rotterdam,female,65-75,"Hbo-, wo-bachelor",4195.0,D66
GM0983    ,Venlo,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",922.0,VVD
GM1931    ,Krimpenerwaard,female,25-35,"Havo, vwo, mbo2-4",1393.0,VVD
GM0200    ,Apeldoorn,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1606.0,VVD
GM0687    ,Middelburg (Z.),male,15-25,"Hbo-, wo-master, doctor",16.0,D66
GM0118    ,Hoogeveen,female,55-65,"Hbo-, wo-bachelor",433.0,CDA
GM0275    ,Rheden,female,25-35,"Hbo-, wo-bachelor",594.0,D66
GM0642    ,Zwijndrecht,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",500.0,Did not vote
GM0855    ,Tilburg,female,65-75,Basisonderwijs,1820.0,CDA
GM0299    ,Zevenaar,male,65-75,"Hbo-, wo-bachelor",499.0,VVD
GM0718    ,Vlissingen,female,35-45,"Havo, vwo, mbo2-4",1261.0,VVD
GM0599    ,Rotterdam,female,45-55,"Hbo-, wo-master, doctor",6311.0,D66
GM0826    ,Oosterhout,female,45-55,Basisonderwijs,337.0,CDA
GM0358    ,Aalsmeer,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",876.0,BBB
GM1783    ,Westland,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1814.0,50PLUS
GM0243    ,Harderwijk,female,35-45,"Havo, vwo, mbo2-4",1414.0,D66
GM1714    ,Sluis,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",224.0,BBB
GM0268    ,Nijmegen,male,25-35,"Hbo-, wo-bachelor",5081.0,D66
GM1621    ,Lansingerland,male,65-75,"Havo, vwo, mbo2-4",1047.0,CDA
GM0228    ,Ede,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2770.0,Did not vote
GM0202    ,Arnhem,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3562.0,Did not vote
GM1581    ,Utrechtse Heuvelrug,female,15-25,"Havo, vwo, mbo2-4",1178.0,D66
GM0202    ,Arnhem,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1685.0,50PLUS
GM0148    ,Dalfsen,female,45-55,"Havo, vwo, mbo2-4",971.0,CDA
GM1509    ,Oude IJsselstreek,male,45-55,"Havo, vwo, mbo2-4",1260.0,VVD
GM0203    ,Barneveld,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1068.0,CDA
GM0392    ,Haarlem,male,45-55,"Hbo-, wo-bachelor",2780.0,D66
GM0150    ,Deventer,male,25-35,"Hbo-, wo-bachelor",1778.0,D66
GM0384    ,Diemen,female,35-45,"Havo, vwo, mbo2-4",602.0,D66
GM1955    ,Montferland,female,65-75,"Havo, vwo, mbo2-4",864.0,50PLUS
GM0772    ,Eindhoven,female,55-65,Basisonderwijs,2028.0,50PLUS
GM0784    ,Gilze en Rijen,female,55-65,"Hbo-, wo-bachelor",284.0,CDA
GM0794    ,Helmond,male,25-35,Basisonderwijs,462.0,Did not vote
GM0772    ,Eindhoven,male,35-45,"Hbo-, wo-master, doctor",5822.0,D66
GM1961    ,Vijfheerenlanden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",676.0,BBB
GM0228    ,Ede,female,35-45,"Hbo-, wo-master, doctor",1492.0,D66
GM0599    ,Rotterdam,male,15-25,"Hbo-, wo-bachelor",4676.0,D66
GM1699    ,Noordenveld,male,65-75,"Hbo-, wo-bachelor",561.0,VVD
GM0441    ,Schagen,female,55-65,"Havo, vwo, mbo2-4",1760.0,CDA
GM0772    ,Eindhoven,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1661.0,CDA
GM0984    ,Venray,male,55-65,"Havo, vwo, mbo2-4",1606.0,BBB
GM0855    ,Tilburg,female,45-55,"Hbo-, wo-master, doctor",2168.0,D66
GM0246    ,Heerde,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",196.0,CDA
GM0772    ,Eindhoven,male,45-55,"Havo, vwo, mbo2-4",4743.0,VVD
GM0034    ,Almere,female,25-35,"Havo, vwo, mbo2-4",6937.0,D66
GM0785    ,Goirle,female,65-75,"Havo, vwo, mbo2-4",745.0,CDA
GM0928    ,Kerkrade,female,55-65,"Hbo-, wo-bachelor",421.0,CDA
GM1783    ,Westland,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1928.0,BBB
GM0202    ,Arnhem,female,35-45,"Havo, vwo, mbo2-4",3718.0,D66
GM0034    ,Almere,male,35-45,"Hbo-, wo-bachelor",4377.0,VVD
GM0203    ,Barneveld,female,65-75,"Havo, vwo, mbo2-4",951.0,CDA
GM0014    ,Groningen (gemeente),male,45-55,"Hbo-, wo-master, doctor",3010.0,D66
GM0823    ,Oirschot,male,15-25,"Havo, vwo, mbo2-4",616.0,Did not vote
GM0664    ,Goes,male,45-55,"Hbo-, wo-master, doctor",242.0,D66
GM0797    ,Heusden,male,65-75,"Hbo-, wo-bachelor",613.0,CDA
GM0441    ,Schagen,female,65-75,"Havo, vwo, mbo2-4",1155.0,50PLUS
GM0344    ,Utrecht (gemeente),female,15-25,"Hbo-, wo-bachelor",6584.0,D66
GM0268    ,Nijmegen,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1378.0,50PLUS
GM0344    ,Utrecht (gemeente),female,15-25,Basisonderwijs,2205.0,Did not vote
GM0281    ,Tiel,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",753.0,CDA
GM0160    ,Hardenberg,male,55-65,"Havo, vwo, mbo2-4",2387.0,BBB
GM0546    ,Leiden,male,25-35,"Hbo-, wo-bachelor",3302.0,D66
GM1783    ,Westland,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2211.0,Did not vote
GM0307    ,Amersfoort,male,55-65,"Hbo-, wo-bachelor",2553.0,VVD
GM1963    ,Hoeksche Waard,male,25-35,"Havo, vwo, mbo2-4",2566.0,BBB
GM0637    ,Zoetermeer,male,35-45,"Havo, vwo, mbo2-4",3797.0,VVD
GM0794    ,Helmond,male,15-25,Basisonderwijs,1080.0,Did not vote
GM0518    ,'s-Gravenhage (gemeente),male,15-25,Basisonderwijs,5490.0,Did not vote
GM0784    ,Gilze en Rijen,female,55-65,"Hbo-, wo-master, doctor",116.0,D66
GM0310    ,De Bilt,male,65-75,"Havo, vwo, mbo2-4",780.0,50PLUS
GM0758    ,Breda,male,55-65,Basisonderwijs,976.0,CDA
GM0777    ,Etten-Leur,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",595.0,CDA
GM1948    ,Meierijstad,male,25-35,"Hbo-, wo-bachelor",1321.0,D66
GM0622    ,Vlaardingen,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1083.0,SP
GM0882    ,Landgraaf,female,55-65,"Havo, vwo, mbo2-4",1497.0,CDA
GM1674    ,Roosendaal,female,25-35,"Hbo-, wo-master, doctor",534.0,D66
GM0546    ,Leiden,female,15-25,"Havo, vwo, mbo2-4",7656.0,D66
GM1963    ,Hoeksche Waard,female,35-45,"Havo, vwo, mbo2-4",2127.0,VVD
GM0141    ,Almelo,female,35-45,"Havo, vwo, mbo2-4",2042.0,VVD
GM1900    ,Súdwest-Fryslân,female,35-45,"Hbo-, wo-bachelor",1474.0,D66
GM1676    ,Schouwen-Duiveland,female,55-65,"Havo, vwo, mbo2-4",1364.0,CDA
GM0546    ,Leiden,female,15-25,"Hbo-, wo-bachelor",3483.0,D66
GM0718    ,Vlissingen,female,45-55,"Hbo-, wo-bachelor",515.0,VVD
GM0384    ,Diemen,female,35-45,"Hbo-, wo-master, doctor",883.0,D66
GM0392    ,Haarlem,female,55-65,"Hbo-, wo-master, doctor",1919.0,D66
GM0599    ,Rotterdam,female,25-35,"Havo, vwo, mbo2-4",19067.0,D66
GM1734    ,Overbetuwe,male,25-35,"Havo, vwo, mbo2-4",1234.0,VVD
GM0202    ,Arnhem,male,15-25,Basisonderwijs,1859.0,Did not vote
GM0392    ,Haarlem,female,55-65,"Hbo-, wo-bachelor",2194.0,D66
GM1728    ,Bladel,female,45-55,"Havo, vwo, mbo2-4",660.0,CDA
GM1959    ,Altena,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1326.0,Did not vote
GM1655    ,Halderberge,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",302.0,CDA
GM1728    ,Bladel,female,35-45,"Havo, vwo, mbo2-4",505.0,CDA
GM1959    ,Altena,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",714.0,CDA
GM0345    ,Veenendaal,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",559.0,Did not vote
GM0344    ,Utrecht (gemeente),male,35-45,"Hbo-, wo-master, doctor",11224.0,D66
GM0230    ,Elburg,female,45-55,"Havo, vwo, mbo2-4",682.0,CDA
GM0758    ,Breda,male,35-45,"Hbo-, wo-bachelor",3526.0,VVD
GM0995    ,Lelystad,female,35-45,"Hbo-, wo-master, doctor",650.0,D66
GM0917    ,Heerlen,female,45-55,Basisonderwijs,697.0,SP
GM1711    ,Echt-Susteren,male,55-65,"Hbo-, wo-bachelor",585.0,CDA
GM0163    ,Hellendoorn,male,35-45,"Hbo-, wo-bachelor",512.0,VVD
GM0935    ,Maastricht,male,55-65,"Havo, vwo, mbo2-4",2918.0,CDA
GM0034    ,Almere,male,35-45,"Havo, vwo, mbo2-4",7404.0,VVD
GM0355    ,Zeist,female,55-65,"Hbo-, wo-master, doctor",1109.0,D66
GM0344    ,Utrecht (gemeente),male,65-75,"Havo, vwo, mbo2-4",3226.0,VVD
GM0606    ,Schiedam,male,25-35,"Havo, vwo, mbo2-4",2834.0,VVD
GM0828    ,Oss,female,55-65,"Havo, vwo, mbo2-4",3073.0,50PLUS
GM0537    ,Katwijk,female,35-45,"Havo, vwo, mbo2-4",2167.0,D66
GM0785    ,Goirle,female,35-45,"Hbo-, wo-bachelor",493.0,D66
GM1669    ,Roerdalen,female,45-55,Basisonderwijs,70.0,CDA
GM0307    ,Amersfoort,female,45-55,"Hbo-, wo-bachelor",3003.0,D66
GM0273    ,Putten,male,55-65,"Havo, vwo, mbo2-4",727.0,CDA
GM0363    ,Amsterdam,male,35-45,"Hbo-, wo-master, doctor",22912.0,D66
GM0363    ,Amsterdam,female,55-65,"Hbo-, wo-master, doctor",10638.0,D66
GM0518    ,'s-Gravenhage (gemeente),female,35-45,"Hbo-, wo-bachelor",10557.0,D66
GM0405    ,Hoorn,female,35-45,"Hbo-, wo-bachelor",1475.0,D66
GM0439    ,Purmerend,male,45-55,"Hbo-, wo-bachelor",1145.0,VVD
GM0014    ,Groningen (gemeente),female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3692.0,Did not vote
GM0796    ,'s-Hertogenbosch,male,45-55,"Hbo-, wo-bachelor",2474.0,VVD
GM1931    ,Krimpenerwaard,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1098.0,Did not vote
GM0090    ,Smallingerland,female,55-65,"Hbo-, wo-bachelor",656.0,FNP
GM0164    ,Hengelo (O.),female,35-45,"Havo, vwo, mbo2-4",2093.0,VVD
GM0183    ,Tubbergen,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",418.0,CDA
GM0307    ,Amersfoort,female,45-55,"Hbo-, wo-master, doctor",2662.0,D66
GM0189    ,Wierden,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",387.0,CDA
GM1926    ,Pijnacker-Nootdorp,male,35-45,Basisonderwijs,230.0,PVV
GM1883    ,Sittard-Geleen,female,25-35,"Hbo-, wo-bachelor",1555.0,D66
GM0629    ,Wassenaar,male,45-55,"Havo, vwo, mbo2-4",522.0,VVD
GM0345    ,Veenendaal,female,15-25,"Hbo-, wo-master, doctor",476.0,D66
GM0252    ,Heumen,female,55-65,"Hbo-, wo-master, doctor",269.0,D66
GM1978    ,Molenlanden,male,35-45,"Havo, vwo, mbo2-4",1330.0,BBB
GM1669    ,Roerdalen,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",423.0,CDA
GM0183    ,Tubbergen,male,65-75,"Havo, vwo, mbo2-4",659.0,CDA
GM0153    ,Enschede,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",856.0,Did not vote
GM1621    ,Lansingerland,male,35-45,"Hbo-, wo-master, doctor",1004.0,D66
GM0855    ,Tilburg,male,65-75,Basisonderwijs,1250.0,CDA
GM0147    ,Borne,male,15-25,"Havo, vwo, mbo2-4",601.0,D66
GM0479    ,Zaanstad,male,55-65,Basisonderwijs,1277.0,PVV
GM0344    ,Utrecht (gemeente),female,45-55,Basisonderwijs,2420.0,Did not vote
GM1911    ,Hollands Kroon,female,25-35,"Hbo-, wo-master, doctor",429.0,D66
GM0222    ,Doetinchem,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",788.0,CDA
GM1681    ,Borger-Odoorn,female,45-55,"Havo, vwo, mbo2-4",881.0,BBB
GM0307    ,Amersfoort,female,55-65,"Havo, vwo, mbo2-4",4000.0,CDA
GM0307    ,Amersfoort,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1188.0,Did not vote
GM0518    ,'s-Gravenhage (gemeente),female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",4853.0,50PLUS
GM0439    ,Purmerend,female,25-35,"Hbo-, wo-bachelor",1829.0,D66
GM0622    ,Vlaardingen,female,45-55,"Havo, vwo, mbo2-4",1862.0,GL-PvdA
GM1948    ,Meierijstad,female,65-75,Basisonderwijs,806.0,50PLUS
GM0867    ,Waalwijk,male,25-35,"Havo, vwo, mbo2-4",1771.0,D66
GM0873    ,Woensdrecht,female,35-45,"Hbo-, wo-master, doctor",224.0,D66
GM0748    ,Bergen op Zoom,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",608.0,CDA
GM0797    ,Heusden,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",724.0,CDA
GM0626    ,Voorschoten,male,65-75,"Havo, vwo, mbo2-4",482.0,VVD
GM0307    ,Amersfoort,male,15-25,"Havo, vwo, mbo2-4",4009.0,Did not vote
GM0114    ,Emmen,female,45-55,Basisonderwijs,497.0,50PLUS
GM0794    ,Helmond,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2106.0,Did not vote
GM0642    ,Zwijndrecht,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",716.0,50PLUS
GM0405    ,Hoorn,female,45-55,"Havo, vwo, mbo2-4",2130.0,VVD
GM1734    ,Overbetuwe,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",742.0,CDA
GM0342    ,Soest,male,45-55,"Havo, vwo, mbo2-4",1029.0,VVD
GM0268    ,Nijmegen,female,55-65,Basisonderwijs,1628.0,50PLUS
GM0505    ,Dordrecht,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1646.0,50PLUS
GM0632    ,Woerden,male,45-55,"Hbo-, wo-bachelor",798.0,VVD
GM0743    ,Asten,male,25-35,"Havo, vwo, mbo2-4",356.0,VVD
GM0772    ,Eindhoven,male,25-35,"Hbo-, wo-bachelor",7103.0,D66
GM0193    ,Zwolle,male,35-45,"Hbo-, wo-bachelor",2750.0,VVD
GM1581    ,Utrechtse Heuvelrug,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",286.0,VVD
GM1916    ,Leidschendam-Voorburg,male,15-25,"Havo, vwo, mbo2-4",1584.0,VVD
GM0327    ,Leusden,male,15-25,"Havo, vwo, mbo2-4",787.0,D66
GM0050    ,Zeewolde,male,35-45,"Havo, vwo, mbo2-4",642.0,VVD
GM0983    ,Venlo,male,25-35,"Havo, vwo, mbo2-4",3424.0,D66
GM0995    ,Lelystad,male,35-45,"Havo, vwo, mbo2-4",2935.0,VVD
GM0828    ,Oss,female,25-35,"Hbo-, wo-bachelor",2166.0,D66
GM1900    ,Súdwest-Fryslân,male,35-45,"Havo, vwo, mbo2-4",2575.0,VVD
GM0362    ,Amstelveen,female,55-65,"Hbo-, wo-bachelor",1853.0,D66
GM1948    ,Meierijstad,male,25-35,"Havo, vwo, mbo2-4",2938.0,VVD
GM0269    ,Oldebroek,female,55-65,"Havo, vwo, mbo2-4",704.0,BBB
GM0935    ,Maastricht,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1658.0,50PLUS
GM0484    ,Alphen aan den Rijn,male,15-25,"Havo, vwo, mbo2-4",3022.0,Did not vote
GM1659    ,Laarbeek,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",461.0,50PLUS
GM0796    ,'s-Hertogenbosch,female,35-45,"Havo, vwo, mbo2-4",2884.0,D66
GM0794    ,Helmond,male,35-45,"Havo, vwo, mbo2-4",2778.0,VVD
GM1711    ,Echt-Susteren,female,25-35,"Havo, vwo, mbo2-4",627.0,D66
GM0109    ,Coevorden,female,35-45,"Hbo-, wo-bachelor",483.0,D66
GM0177    ,Raalte,female,15-25,"Havo, vwo, mbo2-4",920.0,D66
GM0766    ,Dongen,female,35-45,"Hbo-, wo-master, doctor",293.0,D66
GM0824    ,Oisterwijk,male,65-75,"Hbo-, wo-bachelor",468.0,CDA
GM1991    ,Maashorst,female,25-35,"Havo, vwo, mbo2-4",1387.0,D66
GM1980    ,Dijk en Waard,male,25-35,"Havo, vwo, mbo2-4",2915.0,VVD
GM1709    ,Moerdijk,female,15-25,"Havo, vwo, mbo2-4",821.0,D66
GM0406    ,Huizen,male,55-65,"Havo, vwo, mbo2-4",1128.0,50PLUS
GM0484    ,Alphen aan den Rijn,male,25-35,"Hbo-, wo-bachelor",1761.0,D66
GM0119    ,Meppel,male,25-35,"Havo, vwo, mbo2-4",1134.0,D66
GM0777    ,Etten-Leur,female,65-75,"Havo, vwo, mbo2-4",1039.0,CDA
GM0363    ,Amsterdam,male,45-55,"Hbo-, wo-bachelor",12155.0,D66
GM0757    ,Boxtel,female,45-55,"Havo, vwo, mbo2-4",906.0,CDA
GM1883    ,Sittard-Geleen,male,45-55,"Havo, vwo, mbo2-4",2370.0,CDA
GM1773    ,Olst-Wijhe,female,45-55,"Hbo-, wo-bachelor",302.0,VVD
GM0168    ,Losser,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",503.0,Did not vote
GM0363    ,Amsterdam,male,15-25,Basisonderwijs,6496.0,Did not vote
GM0579    ,Oegstgeest,female,65-75,"Hbo-, wo-bachelor",396.0,D66
GM0797    ,Heusden,female,15-25,"Hbo-, wo-bachelor",653.0,D66
GM1940    ,De Fryske Marren,male,55-65,"Havo, vwo, mbo2-4",1992.0,CDA
GM0772    ,Eindhoven,female,35-45,Basisonderwijs,1286.0,Did not vote
GM0453    ,Velsen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1496.0,Did not vote
GM0344    ,Utrecht (gemeente),female,65-75,"Havo, vwo, mbo2-4",3082.0,50PLUS
GM1771    ,Geldrop-Mierlo,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",603.0,CDA
GM0163    ,Hellendoorn,female,55-65,"Hbo-, wo-bachelor",398.0,CDA
GM0845    ,Sint-Michielsgestel,female,45-55,"Havo, vwo, mbo2-4",812.0,CDA
GM1774    ,Dinkelland,female,55-65,"Hbo-, wo-bachelor",323.0,CDA
GM1945    ,Berg en Dal,male,55-65,"Hbo-, wo-master, doctor",484.0,D66
GM0074    ,Heerenveen,female,55-65,Basisonderwijs,319.0,CDA
GM0153    ,Enschede,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1172.0,Did not vote
GM0715    ,Terneuzen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1151.0,CDA
GM0518    ,'s-Gravenhage (gemeente),female,65-75,"Hbo-, wo-bachelor",4333.0,CDA
GM0363    ,Amsterdam,female,55-65,Basisonderwijs,8908.0,50PLUS
GM0119    ,Meppel,female,55-65,"Havo, vwo, mbo2-4",1198.0,CDA
GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",3440.0,Did not vote
GM0383    ,Castricum,male,65-75,"Hbo-, wo-bachelor",543.0,VVD
GM0518    ,'s-Gravenhage (gemeente),male,55-65,Basisonderwijs,6213.0,VVD
GM1916    ,Leidschendam-Voorburg,female,35-45,"Havo, vwo, mbo2-4",1177.0,VVD
GM1655    ,Halderberge,male,15-25,"Havo, vwo, mbo2-4",741.0,D66
GM0935    ,Maastricht,male,15-25,"Hbo-, wo-bachelor",1548.0,D66
GM0995    ,Lelystad,female,25-35,"Havo, vwo, mbo2-4",2656.0,VVD
GM0858    ,Valkenswaard,female,55-65,"Hbo-, wo-bachelor",450.0,CDA
GM1896    ,Zwartewaterland,male,35-45,"Havo, vwo, mbo2-4",634.0,BBB
GM0865    ,Vught,male,15-25,"Havo, vwo, mbo2-4",677.0,D66
GM0269    ,Oldebroek,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",581.0,Did not vote
GM0080    ,Leeuwarden,male,65-75,"Havo, vwo, mbo2-4",2625.0,50PLUS
GM0632    ,Woerden,male,15-25,"Havo, vwo, mbo2-4",1523.0,D66
GM0995    ,Lelystad,female,15-25,"Hbo-, wo-bachelor",294.0,D66
