index,state_cat,cd_cat,age_cat,gender_cat,race_cat,hispanic_cat,educ_cat,cell_pop,state_abbrv,state_cd,vote_choice
859,29,3,63-67,Male,Native American,Not Hispanic,HS grad,3.0,MO,MO-3,Republican
860,41,6,38-42,Female,White,Not Hispanic,4-year,4882.253800000001,OR,OR-6,Republican
861,41,1,53-57,Male,White,Not Hispanic,HS grad,3136.5618999999983,OR,OR-1,Republican
862,42,17,38-42,Male,Other/Multi,Not Hispanic,4-year,304.96860000000004,PA,PA-17,Democrat
863,34,8,28-32,Male,White,Not Hispanic,Post-grad,2065.7122,NJ,NJ-8,Democrat
864,6,27,23-27,Female,Asian,Not Hispanic,Some college,166.9513453527198,CA,CA-27,Democrat
865,48,35,33-37,Female,Other/Multi,Hispanic,4-year,1377.4399966262142,TX,TX-35,Democrat
866,48,17,48-52,Male,White,Not Hispanic,Some college,2967.2910025562514,TX,TX-17,Republican
867,45,5,33-37,Male,White,Not Hispanic,Some college,3314.0819000000006,SC,SC-5,Republican
868,6,24,68-72,Male,White,Not Hispanic,4-year,3691.327331725629,CA,CA-24,Did not vote
869,12,6,43-47,Male,White,Not Hispanic,2-year,1255.69700145403,FL,FL-6,Democrat
870,42,1,33-37,Female,White,Not Hispanic,Some college,1930.5933,PA,PA-1,Republican
871,4,2,73-77,Female,Native American,Not Hispanic,HS grad,443.78640000000007,AZ,AZ-2,Democrat
872,54,2,73-77,Male,White,Not Hispanic,Post-grad,2512.3539,WV,WV-2,Democrat
873,20,4,38-42,Female,White,Not Hispanic,HS grad,2877.2612,KS,KS-4,Democrat
874,40,1,58-62,Male,Black,Not Hispanic,Post-grad,118.7658,OK,OK-1,Democrat
875,48,27,38-42,Female,White,Not Hispanic,4-year,4010.8908050402647,TX,TX-27,Democrat
876,22,1,63-67,Male,Black,Not Hispanic,Some college,785.4099999999994,LA,LA-1,Democrat
877,17,9,38-42,Male,Asian,Not Hispanic,4-year,1054.0645,IL,IL-9,Democrat
878,36,11,43-47,Female,White,Not Hispanic,4-year,3912.2521000000006,NY,NY-11,Republican
879,35,1,48-52,Female,Other/Multi,Hispanic,Post-grad,564.8429,NM,NM-1,Democrat
880,23,1,78-82,Male,White,Not Hispanic,HS grad,2373.9919,ME,ME-1,Democrat
881,36,8,18-22,Male,Black,Not Hispanic,HS grad,3125.5485000000017,NY,NY-8,Democrat
882,51,5,58-62,Female,White,Not Hispanic,4-year,4805.980299999998,VA,VA-5,Republican
883,26,7,48-52,Male,White,Not Hispanic,HS grad,4700.986800000003,MI,MI-7,Republican
884,12,3,33-37,Male,Other/Multi,Hispanic,No HS,354.82099319370536,FL,FL-3,Republican
885,20,4,38-42,Female,Black,Not Hispanic,Some college,466.4198,KS,KS-4,Democrat
886,22,1,53-57,Female,Black,Not Hispanic,HS grad,1125.9414000000002,LA,LA-1,Democrat
887,6,40,18-22,Male,White,Not Hispanic,Some college,2519.195622198189,CA,CA-40,Did not vote
888,8,2,73-77,Male,White,Not Hispanic,Post-grad,4432.378200000001,CO,CO-2,Democrat
889,39,2,58-62,Male,White,Not Hispanic,4-year,2927.427304232415,OH,OH-2,Democrat
890,18,1,33-37,Female,White,Not Hispanic,4-year,4174.0292,IN,IN-1,Democrat
891,53,2,83+,Female,White,Not Hispanic,4-year,1618.8839000000005,WA,WA-2,Did not vote
892,12,22,18-22,Male,Other/Multi,Hispanic,2-year,378.1979905419774,FL,FL-22,Republican
893,6,24,38-42,Male,White,Not Hispanic,2-year,825.4346798240707,CA,CA-24,Republican
894,42,5,38-42,Male,Black,Not Hispanic,Some college,1536.713,PA,PA-5,Did not vote
895,48,24,43-47,Male,Black,Not Hispanic,HS grad,358.18165694118136,TX,TX-24,Democrat
896,13,9,53-57,Male,White,Not Hispanic,HS grad,4488.857699999999,GA,GA-9,Did not vote
897,12,5,43-47,Male,White,Not Hispanic,2-year,1584.6616872260431,FL,FL-5,Democrat
898,9,5,28-32,Female,White,Not Hispanic,HS grad,1856.2097999999992,CT,CT-5,Republican
899,29,5,68-72,Male,Other/Multi,Hispanic,Some college,98.59824815669964,MO,MO-5,Democrat
900,26,7,68-72,Female,White,Not Hispanic,Post-grad,2817.896400000001,MI,MI-7,Democrat
901,13,1,48-52,Female,White,Not Hispanic,Some college,2854.101000000001,GA,GA-1,Did not vote
902,5,3,18-22,Female,White,Not Hispanic,Some college,8182.604599999999,AR,AR-3,Democrat
903,26,13,28-32,Male,White,Not Hispanic,HS grad,2590.8368,MI,MI-13,Did not vote
904,53,4,73-77,Male,White,Not Hispanic,4-year,2093.3547000000017,WA,WA-4,Republican
905,37,4,28-32,Female,White,Not Hispanic,Post-grad,5450.453038647815,NC,NC-4,Republican
906,27,6,53-57,Female,White,Not Hispanic,4-year,4710.819199999998,MN,MN-6,Did not vote
907,6,30,23-27,Female,Other/Multi,Hispanic,Some college,1520.1447329300067,CA,CA-30,Democrat
908,12,26,28-32,Female,White,Not Hispanic,4-year,593.7778703252401,FL,FL-26,Did not vote
909,15,2,68-72,Male,White,Not Hispanic,Post-grad,1939.962,HI,HI-2,Republican
910,42,10,23-27,Female,White,Not Hispanic,HS grad,4361.247600000001,PA,PA-10,Republican
911,48,22,43-47,Male,Black,Not Hispanic,4-year,1127.0895906994638,TX,TX-22,Democrat
912,48,34,28-32,Female,Black,Not Hispanic,Some college,17.62480842599537,TX,TX-34,Democrat
913,55,3,28-32,Female,White,Not Hispanic,Some college,4416.196200000001,WI,WI-3,Republican
914,55,2,28-32,Male,White,Not Hispanic,Some college,3835.454899999999,WI,WI-2,Republican
915,53,2,28-32,Female,Black,Not Hispanic,Some college,281.358,WA,WA-2,Democrat
916,6,10,73-77,Female,White,Not Hispanic,4-year,2680.545173609029,CA,CA-10,Democrat
917,6,43,23-27,Male,Asian,Not Hispanic,4-year,700.927034029596,CA,CA-43,Other
918,17,2,48-52,Male,White,Not Hispanic,2-year,825.8915999999997,IL,IL-2,Democrat
919,33,2,78-82,Female,White,Not Hispanic,Some college,1903.2593,NH,NH-2,Republican
920,6,23,43-47,Male,White,Not Hispanic,HS grad,2022.5109472954523,CA,CA-23,Did not vote
921,48,8,43-47,Male,White,Not Hispanic,Some college,2627.3307306595643,TX,TX-8,Democrat
922,36,15,28-32,Male,Native American,Hispanic,HS grad,118.2792,NY,NY-15,Democrat
923,32,2,43-47,Female,Asian,Not Hispanic,4-year,266.68820000000005,NV,NV-2,Republican
924,8,3,83+,Male,White,Not Hispanic,No HS,505.2463,CO,CO-3,Democrat
925,12,26,53-57,Female,Other/Multi,Hispanic,Some college,1736.7866809776306,FL,FL-26,Republican
926,8,1,63-67,Female,Other/Multi,Hispanic,4-year,254.8398,CO,CO-1,Republican
927,48,11,33-37,Male,White,Not Hispanic,HS grad,3215.677331319842,TX,TX-11,Republican
928,35,3,18-22,Female,Other/Multi,Hispanic,HS grad,3133.7578000000003,NM,NM-3,Democrat
929,41,3,38-42,Male,White,Not Hispanic,Post-grad,3739.488700000003,OR,OR-3,Republican
930,16,1,33-37,Male,White,Not Hispanic,Some college,5682.478899999999,ID,ID-1,Republican
931,20,1,58-62,Male,White,Not Hispanic,HS grad,6496.434500000006,KS,KS-1,Democrat
932,22,6,23-27,Female,White,Not Hispanic,Some college,2319.5548,LA,LA-6,Republican
933,42,8,28-32,Female,White,Not Hispanic,HS grad,3766.365099999999,PA,PA-8,Other
934,42,13,23-27,Male,Black,Not Hispanic,2-year,121.198,PA,PA-13,Republican
935,12,7,33-37,Male,White,Not Hispanic,Some college,2276.2840941675336,FL,FL-7,Republican
936,51,8,28-32,Female,White,Not Hispanic,Post-grad,7666.6663,VA,VA-8,Democrat
937,6,34,68-72,Male,Other/Multi,Hispanic,No HS,2081.3888594892173,CA,CA-34,Democrat
938,48,31,48-52,Male,Black,Not Hispanic,Some college,1126.8854401300764,TX,TX-31,Democrat
939,6,25,23-27,Female,White,Not Hispanic,4-year,778.1932382300884,CA,CA-25,Democrat
940,13,3,58-62,Female,White,Not Hispanic,HS grad,5778.162499999996,GA,GA-3,Did not vote
941,48,8,63-67,Male,White,Hispanic,Some college,120.23611626924183,TX,TX-8,Democrat
942,9,2,33-37,Male,White,Not Hispanic,4-year,4214.487899999998,CT,CT-2,Republican
943,24,1,68-72,Female,White,Not Hispanic,HS grad,6240.772899999999,MD,MD-1,Democrat
944,25,9,48-52,Female,White,Not Hispanic,HS grad,3545.610600000001,MA,MA-9,Democrat
945,12,22,68-72,Male,White,Not Hispanic,HS grad,2414.1022895932506,FL,FL-22,Republican
946,39,13,18-22,Male,White,Not Hispanic,Some college,6083.091306949172,OH,OH-13,Democrat
947,48,11,18-22,Male,Other/Multi,Hispanic,No HS,1869.447333212005,TX,TX-11,Republican
948,48,21,53-57,Female,White,Not Hispanic,2-year,1439.7234678711386,TX,TX-21,Did not vote
949,18,1,28-32,Female,Other/Multi,Not Hispanic,Some college,158.0,IN,IN-1,Other
950,30,1,58-62,Female,White,Not Hispanic,HS grad,4242.987599999997,MT,MT-1,Democrat
951,12,24,28-32,Male,Other/Multi,Hispanic,2-year,700.429620884396,FL,FL-24,Republican
952,12,22,58-62,Female,White,Not Hispanic,HS grad,3058.926905695494,FL,FL-22,Democrat
953,8,2,28-32,Female,White,Not Hispanic,Post-grad,3931.7608,CO,CO-2,Did not vote
954,51,7,43-47,Male,Black,Not Hispanic,Post-grad,1050.1711999999998,VA,VA-7,Democrat
955,48,27,48-52,Female,Other/Multi,Hispanic,Post-grad,333.7558714818943,TX,TX-27,Democrat
956,42,15,23-27,Female,White,Not Hispanic,HS grad,5978.517400000005,PA,PA-15,Democrat
957,29,4,23-27,Female,White,Not Hispanic,Some college,3702.705552899033,MO,MO-4,Democrat
958,27,4,38-42,Female,White,Not Hispanic,Post-grad,5531.490600000002,MN,MN-4,Democrat
959,30,1,18-22,Male,White,Not Hispanic,No HS,2455.828,MT,MT-1,Did not vote
960,31,2,53-57,Male,White,Not Hispanic,4-year,3771.4087999999992,NE,NE-2,Republican
961,25,2,68-72,Male,White,Not Hispanic,4-year,3708.9484999999945,MA,MA-2,Did not vote
962,6,40,38-42,Female,White,Not Hispanic,Some college,2651.0328688826435,CA,CA-40,Democrat
963,6,37,28-32,Female,Other/Multi,Hispanic,No HS,874.0779651533386,CA,CA-37,Republican
964,53,1,68-72,Male,White,Not Hispanic,Some college,3235.611700000001,WA,WA-1,Democrat
965,26,13,43-47,Female,Black,Not Hispanic,4-year,1080.506,MI,MI-13,Democrat
966,53,2,33-37,Female,White,Not Hispanic,Post-grad,2711.717500000002,WA,WA-2,Democrat
967,8,3,33-37,Female,White,Not Hispanic,4-year,4356.3013,CO,CO-3,Democrat
968,34,1,53-57,Female,White,Not Hispanic,HS grad,5041.611400000004,NJ,NJ-1,Republican
969,12,7,58-62,Female,White,Not Hispanic,Some college,4180.576712260229,FL,FL-7,Democrat
970,12,26,48-52,Male,Other/Multi,Hispanic,4-year,2306.835760842268,FL,FL-26,Democrat
971,4,5,68-72,Male,White,Not Hispanic,2-year,1948.6778,AZ,AZ-5,Republican
972,6,33,83+,Female,Other/Multi,Hispanic,HS grad,681.8330378329129,CA,CA-33,Democrat
973,49,3,18-22,Female,White,Not Hispanic,HS grad,8623.14359010409,UT,UT-3,Did not vote
974,17,10,48-52,Female,Black,Not Hispanic,Some college,374.6498,IL,IL-10,Democrat
975,36,11,23-27,Male,White,Not Hispanic,4-year,4084.428000000001,NY,NY-11,Republican
976,26,6,43-47,Male,White,Not Hispanic,HS grad,2245.2746,MI,MI-6,Republican
977,22,4,33-37,Female,White,Not Hispanic,4-year,2746.6203000000014,LA,LA-4,Republican
978,30,2,28-32,Male,White,Not Hispanic,Some college,3102.589600000001,MT,MT-2,Republican
979,9,5,68-72,Female,White,Not Hispanic,4-year,3621.417699999996,CT,CT-5,Other
980,55,4,83+,Male,White,Not Hispanic,Some college,921.0972,WI,WI-4,Republican
981,47,5,38-42,Female,White,Not Hispanic,Some college,3617.0664999999976,TN,TN-5,Democrat
982,41,6,33-37,Male,White,Not Hispanic,Some college,3357.4967,OR,OR-6,Democrat
983,26,7,83+,Male,White,Not Hispanic,No HS,933.9332,MI,MI-7,Republican
984,6,50,43-47,Male,White,Not Hispanic,HS grad,1133.934901794588,CA,CA-50,Democrat
985,49,4,43-47,Male,White,Not Hispanic,2-year,2595.386666312886,UT,UT-4,Democrat
986,18,2,18-22,Male,White,Not Hispanic,HS grad,7796.860900000008,IN,IN-2,Democrat
987,6,1,23-27,Male,Other/Multi,Not Hispanic,4-year,412.3259244664739,CA,CA-1,Republican
988,18,2,48-52,Female,White,Not Hispanic,Post-grad,2193.7074,IN,IN-2,Democrat
989,45,3,63-67,Female,White,Not Hispanic,HS grad,6902.044500000004,SC,SC-3,Republican
990,36,18,18-22,Male,White,Not Hispanic,HS grad,4890.081900000002,NY,NY-18,Republican
991,42,4,38-42,Female,White,Not Hispanic,4-year,6447.411299999997,PA,PA-4,Other
992,45,3,38-42,Male,White,Not Hispanic,4-year,2860.7214000000004,SC,SC-3,Democrat
993,12,9,38-42,Female,White,Not Hispanic,Post-grad,1101.3736703186123,FL,FL-9,Republican
994,50,1,83+,Male,White,Not Hispanic,4-year,1444.0,VT,VT-1,Republican
995,25,4,38-42,Female,Black,Not Hispanic,Post-grad,436.3047,MA,MA-4,Democrat
996,36,24,53-57,Male,White,Not Hispanic,Some college,3944.690300000001,NY,NY-24,Republican
997,1,1,83+,Male,White,Not Hispanic,HS grad,2010.876800000001,AL,AL-1,Democrat
998,55,6,83+,Male,White,Not Hispanic,HS grad,3583.735900000004,WI,WI-6,Did not vote
999,13,10,63-67,Female,White,Not Hispanic,4-year,2734.4100999999973,GA,GA-10,Democrat
1000,6,6,38-42,Male,White,Hispanic,Some college,375.1545750176554,CA,CA-6,Other
1001,26,3,58-62,Female,White,Not Hispanic,4-year,4243.392099999997,MI,MI-3,Republican
1002,6,39,18-22,Female,Other/Multi,Hispanic,Some college,6359.033094809372,CA,CA-39,Democrat
1003,6,50,28-32,Male,White,Not Hispanic,4-year,7744.525732572722,CA,CA-50,Republican
1004,36,21,73-77,Female,White,Not Hispanic,4-year,1962.4942000000017,NY,NY-21,Democrat
1005,22,1,23-27,Female,White,Not Hispanic,Some college,3044.3868,LA,LA-1,Republican
1006,50,1,23-27,Female,White,Not Hispanic,Some college,2733.0,VT,VT-1,Republican
1007,17,9,43-47,Female,White,Not Hispanic,No HS,368.1050000000001,IL,IL-9,Democrat
1008,40,4,48-52,Female,White,Not Hispanic,Post-grad,1809.652799999999,OK,OK-4,Democrat
1009,26,4,68-72,Male,White,Not Hispanic,4-year,3629.682899999997,MI,MI-4,Republican
1010,37,7,38-42,Male,White,Not Hispanic,No HS,674.2607476401338,NC,NC-7,Republican
1011,36,7,18-22,Male,Other/Multi,Hispanic,No HS,414.1915,NY,NY-7,Other
1012,26,9,53-57,Male,White,Not Hispanic,Post-grad,2298.4259999999995,MI,MI-9,Republican
1013,51,11,68-72,Male,White,Not Hispanic,Some college,886.5533999999999,VA,VA-11,Republican
1014,18,2,58-62,Female,White,Not Hispanic,HS grad,7677.000100000007,IN,IN-2,Democrat
1015,9,1,33-37,Male,White,Not Hispanic,Post-grad,2465.965900000001,CT,CT-1,Republican
1016,38,1,18-22,Male,White,Not Hispanic,4-year,1719.0,ND,ND-1,Did not vote
1017,48,8,48-52,Male,Native American,Hispanic,HS grad,101.7133080801488,TX,TX-8,Democrat
1018,4,9,78-82,Male,White,Not Hispanic,2-year,1345.9799999999998,AZ,AZ-9,Republican
1019,25,9,38-42,Male,White,Not Hispanic,2-year,1683.8353000000002,MA,MA-9,Democrat
1020,48,29,68-72,Male,Other/Multi,Hispanic,HS grad,744.655028976991,TX,TX-29,Democrat
1021,42,3,63-67,Female,Black,Not Hispanic,2-year,1515.2362,PA,PA-3,Republican
1022,55,6,38-42,Male,White,Not Hispanic,HS grad,6156.467700000003,WI,WI-6,Republican
1023,30,1,78-82,Female,White,Not Hispanic,HS grad,2631.376999999999,MT,MT-1,Republican
1024,37,7,38-42,Male,White,Not Hispanic,Post-grad,1730.1107471247735,NC,NC-7,Democrat
1025,17,1,58-62,Female,White,Not Hispanic,HS grad,3179.566599999997,IL,IL-1,Democrat
1026,51,10,58-62,Female,White,Not Hispanic,2-year,1397.5150000000006,VA,VA-10,Democrat
1027,19,3,53-57,Male,White,Not Hispanic,No HS,1024.6136000000004,IA,IA-3,Other
1028,41,4,78-82,Female,White,Not Hispanic,HS grad,3502.294400000002,OR,OR-4,Republican
1029,22,5,38-42,Male,White,Not Hispanic,HS grad,4949.131099999999,LA,LA-5,Republican
1030,34,4,58-62,Male,White,Not Hispanic,4-year,5163.148000000003,NJ,NJ-4,Republican
1031,40,1,78-82,Female,White,Not Hispanic,HS grad,3063.904500000001,OK,OK-1,Democrat
1032,28,4,43-47,Male,White,Not Hispanic,2-year,1613.1760000000002,MS,MS-4,Democrat
1033,48,36,58-62,Female,Other/Multi,Not Hispanic,Some college,239.7604901538635,TX,TX-36,Democrat
1034,24,4,28-32,Male,Other/Multi,Hispanic,No HS,505.825,MD,MD-4,Did not vote
1035,37,1,68-72,Male,Other/Multi,Not Hispanic,HS grad,283.86497363391925,NC,NC-1,Republican
1036,18,2,48-52,Female,White,Not Hispanic,Some college,3176.266700000001,IN,IN-2,Republican
1037,23,1,53-57,Female,White,Not Hispanic,Some college,3137.738400000001,ME,ME-1,Democrat
1038,25,5,28-32,Male,White,Not Hispanic,Some college,1774.3306999999995,MA,MA-5,Democrat
1039,6,37,28-32,Male,Other/Multi,Hispanic,4-year,1592.051486774918,CA,CA-37,Republican
1040,6,20,63-67,Female,White,Not Hispanic,Post-grad,946.4631568415872,CA,CA-20,Democrat
1041,37,10,53-57,Female,White,Not Hispanic,4-year,4768.300763057365,NC,NC-10,Did not vote
1042,37,5,48-52,Male,White,Not Hispanic,HS grad,5742.995392201418,NC,NC-5,Republican
1043,37,8,53-57,Female,White,Not Hispanic,4-year,4461.044777597751,NC,NC-8,Republican
1044,4,1,53-57,Male,White,Not Hispanic,Post-grad,4416.996300000003,AZ,AZ-1,Republican
1045,17,12,63-67,Female,White,Not Hispanic,Some college,5910.8424,IL,IL-12,Did not vote
1046,12,3,63-67,Male,White,Not Hispanic,Some college,4108.414635683297,FL,FL-3,Republican
1047,42,15,43-47,Male,White,Not Hispanic,Some college,2809.8938000000035,PA,PA-15,Republican
1048,48,15,23-27,Male,White,Not Hispanic,4-year,425.5149485590889,TX,TX-15,Did not vote
1049,12,23,48-52,Male,White,Not Hispanic,2-year,669.7189486824562,FL,FL-23,Democrat
1050,37,10,63-67,Female,White,Not Hispanic,No HS,1108.7272098256449,NC,NC-10,Other
1051,6,39,23-27,Male,Other/Multi,Hispanic,HS grad,7067.933434529282,CA,CA-39,Democrat
1052,13,8,38-42,Female,White,Not Hispanic,Some college,3011.2921999999985,GA,GA-8,Republican
1053,6,43,53-57,Female,Black,Not Hispanic,4-year,781.1512014885008,CA,CA-43,Republican
1054,13,11,68-72,Male,Other/Multi,Hispanic,4-year,118.0925,GA,GA-11,Republican
1055,37,13,58-62,Female,White,Not Hispanic,Some college,3608.8696017835687,NC,NC-13,Republican
1056,48,38,23-27,Male,Black,Not Hispanic,Some college,882.3033500368871,TX,TX-38,Republican
1057,12,5,53-57,Male,Black,Not Hispanic,4-year,510.1787555562001,FL,FL-5,Democrat
1058,32,2,33-37,Male,White,Not Hispanic,Post-grad,1735.2153999999996,NV,NV-2,Democrat
1059,39,9,48-52,Female,White,Not Hispanic,4-year,3800.916490991296,OH,OH-9,Democrat
1060,53,2,23-27,Male,Other/Multi,Not Hispanic,Some college,687.5717999999999,WA,WA-2,Republican
1061,36,12,18-22,Male,White,Not Hispanic,Some college,1846.3767000000005,NY,NY-12,Republican
1062,12,27,48-52,Male,White,Not Hispanic,Post-grad,1148.7402802630222,FL,FL-27,Democrat
1063,36,19,28-32,Female,White,Not Hispanic,Some college,2281.8966,NY,NY-19,Other
1064,17,10,18-22,Female,White,Not Hispanic,HS grad,3458.6878000000006,IL,IL-10,Democrat
1065,54,1,73-77,Female,White,Not Hispanic,Some college,4058.748199999999,WV,WV-1,Republican
1066,22,3,78-82,Female,White,Not Hispanic,HS grad,3404.5104999999994,LA,LA-3,Democrat
1067,39,3,18-22,Male,White,Not Hispanic,Some college,10115.038766047806,OH,OH-3,Democrat
1068,4,2,73-77,Male,White,Not Hispanic,Post-grad,2902.9084999999995,AZ,AZ-2,Republican
1069,22,4,23-27,Female,White,Not Hispanic,4-year,3177.9635000000003,LA,LA-4,Republican
1070,48,21,63-67,Male,Other/Multi,Hispanic,4-year,526.0024077008266,TX,TX-21,Democrat
1071,36,12,23-27,Female,Other/Multi,Not Hispanic,4-year,1389.8257000000003,NY,NY-12,Did not vote
1072,25,6,73-77,Female,White,Not Hispanic,Post-grad,3622.105499999999,MA,MA-6,Republican
1073,51,5,68-72,Male,White,Not Hispanic,4-year,4042.6847000000007,VA,VA-5,Republican
1074,48,12,28-32,Male,Black,Not Hispanic,2-year,397.88932696040615,TX,TX-12,Other
1075,17,10,68-72,Female,White,Not Hispanic,HS grad,3053.5747999999994,IL,IL-10,Did not vote
1076,32,3,33-37,Male,Other/Multi,Hispanic,Some college,1107.462,NV,NV-3,Democrat
1077,27,4,18-22,Female,White,Not Hispanic,Some college,6170.599300000001,MN,MN-4,Republican
1078,36,21,68-72,Male,White,Not Hispanic,4-year,3272.9485000000004,NY,NY-21,Republican
1079,17,15,83+,Female,White,Not Hispanic,HS grad,8078.624099999993,IL,IL-15,Democrat
1080,12,22,38-42,Male,Other/Multi,Hispanic,2-year,662.3599820321299,FL,FL-22,Democrat
1081,49,1,28-32,Female,White,Not Hispanic,4-year,8084.819606523385,UT,UT-1,Democrat
1082,51,1,18-22,Female,Asian,Not Hispanic,Some college,609.5631,VA,VA-1,Republican
1083,48,7,28-32,Male,Black,Not Hispanic,Some college,1257.0599506320511,TX,TX-7,Republican
1084,54,2,53-57,Male,White,Not Hispanic,No HS,2704.229199999999,WV,WV-2,Republican
1085,42,1,63-67,Male,White,Not Hispanic,4-year,5271.641599999997,PA,PA-1,Republican
1086,42,10,18-22,Female,White,Not Hispanic,2-year,433.13929999999993,PA,PA-10,Democrat
1087,42,9,28-32,Male,White,Not Hispanic,HS grad,7006.120799999995,PA,PA-9,Republican
1088,26,12,68-72,Female,Black,Not Hispanic,4-year,1215.9309000000003,MI,MI-12,Democrat
1089,26,2,78-82,Female,Other/Multi,Not Hispanic,HS grad,215.628,MI,MI-2,Did not vote
1090,12,20,58-62,Male,Black,Not Hispanic,HS grad,2848.2899088457525,FL,FL-20,Other
1091,36,26,78-82,Female,White,Not Hispanic,HS grad,3739.816999999999,NY,NY-26,Did not vote
1092,13,14,38-42,Male,White,Not Hispanic,4-year,3321.2218,GA,GA-14,Other
1093,12,28,68-72,Female,Other/Multi,Hispanic,Some college,1291.40338570523,FL,FL-28,Did not vote
1094,35,3,68-72,Male,White,Not Hispanic,4-year,3053.632200000001,NM,NM-3,Republican
1095,23,2,38-42,Female,White,Not Hispanic,4-year,4617.038100000001,ME,ME-2,Democrat
1096,12,12,28-32,Male,White,Not Hispanic,4-year,4202.382890526361,FL,FL-12,Democrat
1097,47,4,38-42,Male,White,Not Hispanic,Post-grad,1626.2288999999998,TN,TN-4,Democrat
1098,48,15,23-27,Female,Other/Multi,Hispanic,Some college,3762.607997412147,TX,TX-15,Democrat
1099,8,5,18-22,Female,White,Not Hispanic,Some college,6114.978299999999,CO,CO-5,Democrat
1100,1,4,33-37,Female,White,Not Hispanic,Post-grad,1722.3312,AL,AL-4,Did not vote
1101,17,16,68-72,Female,White,Not Hispanic,Some college,5102.574500000002,IL,IL-16,Democrat
1102,45,5,18-22,Female,Black,Not Hispanic,2-year,617.6907,SC,SC-5,Did not vote
1103,48,5,33-37,Female,Other/Multi,Hispanic,2-year,603.978540734732,TX,TX-5,Republican
1104,6,43,38-42,Male,Other/Multi,Hispanic,No HS,1518.6593344492735,CA,CA-43,Republican
1105,42,13,78-82,Female,White,Not Hispanic,Post-grad,664.636,PA,PA-13,Republican
1106,6,32,43-47,Female,Asian,Not Hispanic,Post-grad,860.5966154084341,CA,CA-32,Democrat
1107,21,5,68-72,Male,White,Not Hispanic,2-year,898.4716000000002,KY,KY-5,Republican
1108,56,1,28-32,Male,Other/Multi,Not Hispanic,Some college,502.0,WY,WY-1,Democrat
1109,12,1,58-62,Male,White,Not Hispanic,2-year,2499.1082510226483,FL,FL-1,Did not vote
1110,6,50,83+,Male,White,Not Hispanic,4-year,2110.710919121636,CA,CA-50,Democrat
1111,24,5,68-72,Female,White,Not Hispanic,HS grad,2847.122300000002,MD,MD-5,Democrat
1112,36,16,58-62,Male,White,Not Hispanic,4-year,3455.2395,NY,NY-16,Republican
1113,51,4,58-62,Female,White,Not Hispanic,No HS,621.7915,VA,VA-4,Republican
1114,55,1,53-57,Male,White,Not Hispanic,HS grad,5038.5482,WI,WI-1,Republican
1115,6,9,68-72,Female,Other/Multi,Hispanic,No HS,947.656984715356,CA,CA-9,Republican
1116,6,43,28-32,Male,Asian,Not Hispanic,Post-grad,358.6381489222244,CA,CA-43,Democrat
1117,45,2,23-27,Male,Black,Not Hispanic,HS grad,3599.4316,SC,SC-2,Republican
1118,13,6,33-37,Male,Black,Not Hispanic,Post-grad,1927.5944,GA,GA-6,Democrat
1119,48,26,28-32,Male,White,Not Hispanic,4-year,4698.032739888653,TX,TX-26,Democrat
1120,37,8,68-72,Female,White,Not Hispanic,Some college,2850.538929924364,NC,NC-8,Democrat
1121,6,30,53-57,Female,White,Not Hispanic,4-year,3490.684977502213,CA,CA-30,Democrat
1122,48,2,38-42,Female,White,Not Hispanic,4-year,4239.064816927896,TX,TX-2,Democrat
1123,8,8,68-72,Male,Asian,Not Hispanic,HS grad,154.9041,CO,CO-8,Republican
1124,24,6,23-27,Male,White,Not Hispanic,2-year,1072.9273000000003,MD,MD-6,Democrat
1125,33,2,58-62,Female,White,Not Hispanic,2-year,3351.5835,NH,NH-2,Democrat
1126,27,8,78-82,Female,White,Not Hispanic,Some college,2375.9588,MN,MN-8,Republican
1127,39,3,33-37,Male,White,Not Hispanic,HS grad,2870.57055824178,OH,OH-3,Democrat
1128,37,4,33-37,Female,White,Not Hispanic,4-year,6226.746775923075,NC,NC-4,Republican
1129,55,6,43-47,Male,White,Not Hispanic,4-year,3547.351700000001,WI,WI-6,Did not vote
1130,56,1,58-62,Male,White,Not Hispanic,HS grad,5177.0,WY,WY-1,Republican
1131,29,3,53-57,Female,White,Not Hispanic,Some college,4469.200270564862,MO,MO-3,Did not vote
1132,6,22,48-52,Male,White,Not Hispanic,No HS,686.8266067732911,CA,CA-22,Democrat
1133,40,5,28-32,Male,White,Hispanic,HS grad,197.7156,OK,OK-5,Democrat
1134,54,2,18-22,Male,White,Not Hispanic,Some college,10067.386300000004,WV,WV-2,Republican
1135,17,9,18-22,Female,Other/Multi,Hispanic,HS grad,1479.7773999999995,IL,IL-9,Republican
1136,26,4,73-77,Male,White,Not Hispanic,HS grad,3773.804699999999,MI,MI-4,Other
1137,24,6,58-62,Female,White,Not Hispanic,4-year,4169.589099999998,MD,MD-6,Democrat
1138,6,1,63-67,Male,White,Not Hispanic,HS grad,4780.336618159689,CA,CA-1,Republican
1139,37,12,43-47,Male,Black,Not Hispanic,Post-grad,742.5603078706274,NC,NC-12,Democrat
1140,18,7,28-32,Female,Black,Not Hispanic,Post-grad,504.0,IN,IN-7,Democrat
1141,44,2,63-67,Female,White,Not Hispanic,No HS,690.5566000000001,RI,RI-2,Democrat
1142,48,2,28-32,Female,White,Not Hispanic,Post-grad,1057.609246829798,TX,TX-2,Did not vote
